## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657878/SRR7657878.sorted.bam] OUTPUT=salmon/SRR7657878/SRR7657878.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657878/SRR7657878.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:49 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1293554	27787328	84571599	3219247	687256	6915024	0	0.25528	46122300

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	16928533	16928533
2.0	1.547457	2954572	2954572
3.0	1.847167	586042	586042
4.0	2.011245	169351	169351
5.0	2.101071	73481	73481
6.0	2.150247	40265	40265
7.0	2.177169	25355	25355
8.0	2.191907	17371	17371
9.0	2.199976	12704	12704
10.0	2.204393	9486	9486
11.0	2.206811	7420	7420
12.0	2.208135	5913	5913
13.0	2.20886	4707	4707
14.0	2.209257	4009	4009
15.0	2.209474	3295	3295
16.0	2.209593	2865	2865
17.0	2.209658	2308	2308
18.0	2.209694	2073	2073
19.0	2.209713	1725	1725
20.0	2.209724	1605	1605
21.0	2.20973	1351	1351
22.0	2.209733	1179	1179
23.0	2.209735	1133	1133
24.0	2.209736	979	979
25.0	2.209736	875	875
26.0	2.209737	800	800
27.0	2.209737	821	821
28.0	2.209737	653	653
29.0	2.209737	596	596
30.0	2.209737	607	607
31.0	2.209737	528	528
32.0	2.209737	502	502
33.0	2.209737	483	483
34.0	2.209737	395	395
35.0	2.209737	360	360
36.0	2.209737	356	356
37.0	2.209737	347	347
38.0	2.209737	320	320
39.0	2.209737	288	288
40.0	2.209737	291	291
41.0	2.209737	263	263
42.0	2.209737	245	245
43.0	2.209737	249	249
44.0	2.209737	227	227
45.0	2.209737	208	208
46.0	2.209737	185	185
47.0	2.209737	182	182
48.0	2.209737	175	175
49.0	2.209737	172	172
50.0	2.209737	145	145
51.0	2.209737	131	131
52.0	2.209737	121	121
53.0	2.209737	134	134
54.0	2.209737	142	142
55.0	2.209737	119	119
56.0	2.209737	112	112
57.0	2.209737	101	101
58.0	2.209737	105	105
59.0	2.209737	97	97
60.0	2.209737	106	106
61.0	2.209737	84	84
62.0	2.209737	81	81
63.0	2.209737	90	90
64.0	2.209737	83	83
65.0	2.209737	75	75
66.0	2.209737	71	71
67.0	2.209737	81	81
68.0	2.209737	62	62
69.0	2.209737	71	71
70.0	2.209737	52	52
71.0	2.209737	67	67
72.0	2.209737	60	60
73.0	2.209737	52	52
74.0	2.209737	45	45
75.0	2.209737	48	48
76.0	2.209737	51	51
77.0	2.209737	61	61
78.0	2.209737	36	36
