## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657874/SRR7657874.sorted.bam] OUTPUT=salmon/SRR7657874/SRR7657874.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657874/SRR7657874.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1350185	24103613	75011518	3198657	625671	5196123	0	0.222326	47543458

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	15665239	15665239
2.0	1.602311	2509270	2509270
3.0	1.96509	449742	449742
4.0	2.183596	123196	123196
5.0	2.315205	52270	52270
6.0	2.394474	28676	28676
7.0	2.442219	17724	17724
8.0	2.470977	11995	11995
9.0	2.488297	8747	8747
10.0	2.49873	6451	6451
11.0	2.505014	4919	4919
12.0	2.508798	3888	3888
13.0	2.511078	3088	3088
14.0	2.512451	2569	2569
15.0	2.513278	2123	2123
16.0	2.513776	1687	1687
17.0	2.514076	1524	1524
18.0	2.514257	1241	1241
19.0	2.514366	1141	1141
20.0	2.514431	1000	1000
21.0	2.514471	872	872
22.0	2.514494	746	746
23.0	2.514509	721	721
24.0	2.514517	617	617
25.0	2.514523	601	601
26.0	2.514526	455	455
27.0	2.514528	497	497
28.0	2.514529	420	420
29.0	2.514529	407	407
30.0	2.51453	333	333
31.0	2.51453	281	281
32.0	2.51453	276	276
33.0	2.51453	264	264
34.0	2.51453	234	234
35.0	2.51453	217	217
36.0	2.51453	182	182
37.0	2.51453	188	188
38.0	2.51453	181	181
39.0	2.51453	160	160
40.0	2.51453	155	155
41.0	2.51453	141	141
42.0	2.51453	138	138
43.0	2.51453	135	135
44.0	2.51453	112	112
45.0	2.51453	104	104
46.0	2.51453	103	103
47.0	2.51453	90	90
48.0	2.51453	101	101
49.0	2.51453	87	87
50.0	2.51453	75	75
51.0	2.51453	73	73
52.0	2.51453	63	63
53.0	2.51453	60	60
54.0	2.51453	77	77
55.0	2.51453	65	65
56.0	2.51453	50	50
57.0	2.51453	44	44
58.0	2.51453	58	58
59.0	2.51453	59	59
60.0	2.51453	43	43
61.0	2.51453	36	36
62.0	2.51453	56	56
63.0	2.51453	40	40
64.0	2.51453	42	42
65.0	2.51453	36	36
66.0	2.51453	35	35
67.0	2.51453	50	50
68.0	2.51453	29	29
69.0	2.51453	35	35
70.0	2.51453	35	35
71.0	2.51453	32	32
72.0	2.51453	29	29
73.0	2.51453	22	22
74.0	2.51453	35	35
75.0	2.51453	37	37
