## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657876/SRR7657876.sorted.bam] OUTPUT=salmon/SRR7657876/SRR7657876.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657876/SRR7657876.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1305009	28856498	88366936	3363205	712056	7267083	0	0.258332	47204416

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	17513619	17513619
2.0	1.54264	3052394	3052394
3.0	1.837098	604088	604088
4.0	1.996883	175002	175002
5.0	2.083588	75101	75101
6.0	2.130638	41607	41607
7.0	2.156169	26305	26305
8.0	2.170024	18069	18069
9.0	2.177541	13143	13143
10.0	2.181621	9911	9911
11.0	2.183835	7826	7826
12.0	2.185036	6186	6186
13.0	2.185688	5184	5184
14.0	2.186041	4171	4171
15.0	2.186233	3607	3607
16.0	2.186338	3032	3032
17.0	2.186394	2510	2510
18.0	2.186425	2199	2199
19.0	2.186441	2039	2039
20.0	2.18645	1696	1696
21.0	2.186455	1577	1577
22.0	2.186458	1371	1371
23.0	2.186459	1198	1198
24.0	2.18646	1081	1081
25.0	2.186461	976	976
26.0	2.186461	959	959
27.0	2.186461	800	800
28.0	2.186461	706	706
29.0	2.186461	744	744
30.0	2.186461	657	657
31.0	2.186461	569	569
32.0	2.186461	547	547
33.0	2.186461	507	507
34.0	2.186461	432	432
35.0	2.186461	447	447
36.0	2.186461	429	429
37.0	2.186461	408	408
38.0	2.186461	331	331
39.0	2.186461	327	327
40.0	2.186461	319	319
41.0	2.186461	278	278
42.0	2.186461	277	277
43.0	2.186461	263	263
44.0	2.186461	273	273
45.0	2.186461	218	218
46.0	2.186461	197	197
47.0	2.186461	202	202
48.0	2.186461	196	196
49.0	2.186461	176	176
50.0	2.186461	189	189
51.0	2.186461	168	168
52.0	2.186461	152	152
53.0	2.186461	136	136
54.0	2.186461	134	134
55.0	2.186461	148	148
56.0	2.186461	132	132
57.0	2.186461	137	137
58.0	2.186461	129	129
59.0	2.186461	120	120
60.0	2.186461	119	119
61.0	2.186461	102	102
62.0	2.186461	114	114
63.0	2.186461	94	94
64.0	2.186461	83	83
65.0	2.186461	80	80
66.0	2.186461	68	68
67.0	2.186461	103	103
68.0	2.186461	93	93
69.0	2.186461	72	72
70.0	2.186461	64	64
71.0	2.186461	55	55
72.0	2.186461	68	68
73.0	2.186461	71	71
74.0	2.186461	63	63
75.0	2.186461	60	60
76.0	2.186461	48	48
77.0	2.186461	58	58
78.0	2.186461	47	47
79.0	2.186461	52	52
80.0	2.186461	63	63
81.0	2.186461	44	44
82.0	2.186461	38	38
83.0	2.186461	49	49
84.0	2.186461	45	45
85.0	2.186461	46	46
86.0	2.186461	50	50
87.0	2.186461	32	32
88.0	2.186461	37	37
89.0	2.186461	41	41
90.0	2.186461	45	45
91.0	2.186461	34	34
92.0	2.186461	40	40
93.0	2.186461	33	33
94.0	2.186461	29	29
95.0	2.186461	32	32
96.0	2.186461	24	24
97.0	2.186461	36	36
98.0	2.186461	29	29
99.0	2.186461	27	27
100.0	2.186461	41	41
101.0	0	28	28
102.0	0	21	21
103.0	0	20	20
104.0	0	25	25
105.0	0	24	24
106.0	0	20	20
107.0	0	21	21
108.0	0	27	27
109.0	0	30	30
110.0	0	27	27
111.0	0	21	21
112.0	0	21	21
113.0	0	21	21
114.0	0	20	20
115.0	0	17	17
116.0	0	7	7
117.0	0	25	25
118.0	0	20	20
119.0	0	26	26
120.0	0	18	18
121.0	0	15	15
122.0	0	17	17
123.0	0	15	15
124.0	0	16	16
125.0	0	22	22
126.0	0	21	21
127.0	0	11	11
128.0	0	14	14
129.0	0	15	15
130.0	0	15	15
131.0	0	11	11
132.0	0	13	13
133.0	0	19	19
134.0	0	17	17
135.0	0	14	14
136.0	0	8	8
137.0	0	9	9
138.0	0	15	15
139.0	0	11	11
140.0	0	12	12
141.0	0	10	10
142.0	0	14	14
143.0	0	9	9
