## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657880/SRR7657880.sorted.bam] OUTPUT=salmon/SRR7657880/SRR7657880.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657880/SRR7657880.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:51 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1446888	26726814	83183097	3405339	704890	5859158	0	0.226286	51678630

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	17207983	17207983
2.0	1.596203	2805286	2805286
3.0	1.951662	526912	526912
4.0	2.163587	145920	145920
5.0	2.289938	61007	61007
6.0	2.365269	32873	32873
7.0	2.410181	20339	20339
8.0	2.436958	13581	13581
9.0	2.452923	9524	9524
10.0	2.462441	7209	7209
11.0	2.468116	5390	5390
12.0	2.471499	4285	4285
13.0	2.473516	3448	3448
14.0	2.474719	2692	2692
15.0	2.475436	2261	2261
16.0	2.475863	2050	2050
17.0	2.476118	1552	1552
18.0	2.47627	1482	1482
19.0	2.47636	1245	1245
20.0	2.476414	1082	1082
21.0	2.476447	903	903
22.0	2.476466	775	775
23.0	2.476477	728	728
24.0	2.476484	708	708
25.0	2.476488	575	575
26.0	2.476491	543	543
27.0	2.476492	453	453
28.0	2.476493	399	399
29.0	2.476493	403	403
30.0	2.476494	396	396
31.0	2.476494	341	341
32.0	2.476494	317	317
33.0	2.476494	282	282
34.0	2.476494	247	247
35.0	2.476494	220	220
36.0	2.476494	223	223
37.0	2.476494	203	203
38.0	2.476494	181	181
39.0	2.476494	154	154
40.0	2.476494	149	149
41.0	2.476494	134	134
42.0	2.476494	144	144
43.0	2.476494	131	131
44.0	2.476494	125	125
45.0	2.476494	115	115
46.0	2.476494	123	123
47.0	2.476494	89	89
48.0	2.476494	99	99
49.0	2.476494	80	80
50.0	2.476494	99	99
51.0	2.476494	97	97
52.0	2.476494	66	66
53.0	2.476494	79	79
54.0	2.476494	78	78
55.0	2.476494	63	63
56.0	2.476494	60	60
57.0	2.476494	50	50
58.0	2.476494	49	49
59.0	2.476494	48	48
60.0	2.476494	50	50
61.0	2.476494	48	48
62.0	2.476494	56	56
63.0	2.476494	51	51
64.0	2.476494	45	45
65.0	2.476494	36	36
66.0	2.476494	38	38
67.0	2.476494	40	40
68.0	2.476494	45	45
69.0	2.476494	37	37
70.0	2.476494	30	30
71.0	2.476494	33	33
72.0	2.476494	29	29
73.0	2.476494	27	27
74.0	2.476494	23	23
75.0	2.476494	27	27
76.0	2.476494	29	29
77.0	2.476494	26	26
78.0	2.476494	25	25
79.0	2.476494	27	27
80.0	2.476494	24	24
81.0	2.476494	22	22
82.0	2.476494	22	22
83.0	2.476494	28	28
84.0	2.476494	19	19
85.0	2.476494	17	17
86.0	2.476494	20	20
87.0	2.476494	14	14
88.0	2.476494	12	12
89.0	2.476494	17	17
90.0	2.476494	22	22
91.0	2.476494	18	18
92.0	2.476494	16	16
93.0	2.476494	21	21
94.0	2.476494	21	21
95.0	2.476494	13	13
96.0	2.476494	9	9
97.0	2.476494	8	8
98.0	2.476494	11	11
99.0	2.476494	12	12
100.0	2.476494	8	8
101.0	0	9	9
102.0	0	19	19
103.0	0	10	10
104.0	0	10	10
105.0	0	8	8
106.0	0	6	6
107.0	0	15	15
108.0	0	12	12
109.0	0	9	9
110.0	0	10	10
111.0	0	8	8
112.0	0	6	6
113.0	0	18	18
114.0	0	5	5
115.0	0	9	9
116.0	0	6	6
117.0	0	6	6
118.0	0	8	8
119.0	0	10	10
120.0	0	9	9
121.0	0	9	9
122.0	0	10	10
123.0	0	8	8
124.0	0	9	9
125.0	0	8	8
126.0	0	6	6
127.0	0	10	10
128.0	0	5	5
129.0	0	3	3
130.0	0	7	7
131.0	0	2	2
132.0	0	3	3
133.0	0	1	1
134.0	0	8	8
135.0	0	5	5
136.0	0	3	3
137.0	0	9	9
138.0	0	6	6
141.0	0	5	5
142.0	0	3	3
143.0	0	5	5
144.0	0	3	3
145.0	0	3	3
146.0	0	2	2
147.0	0	4	4
148.0	0	6	6
149.0	0	7	7
150.0	0	2	2
151.0	0	2	2
152.0	0	2	2
153.0	0	3	3
155.0	0	5	5
156.0	0	7	7
157.0	0	2	2
158.0	0	1	1
159.0	0	1	1
160.0	0	2	2
161.0	0	2	2
162.0	0	2	2
163.0	0	1	1
164.0	0	1	1
165.0	0	3	3
166.0	0	1	1
168.0	0	3	3
169.0	0	2	2
170.0	0	5	5
171.0	0	3	3
172.0	0	2	2
173.0	0	1	1
174.0	0	1	1
175.0	0	3	3
176.0	0	2	2
177.0	0	2	2
178.0	0	1	1
179.0	0	1	1
180.0	0	1	1
181.0	0	5	5
182.0	0	1	1
183.0	0	1	1
184.0	0	1	1
185.0	0	4	4
186.0	0	1	1
187.0	0	2	2
188.0	0	1	1
190.0	0	1	1
191.0	0	2	2
192.0	0	2	2
193.0	0	2	2
195.0	0	2	2
196.0	0	3	3
197.0	0	1	1
198.0	0	1	1
200.0	0	4	4
201.0	0	4	4
202.0	0	1	1
203.0	0	1	1
205.0	0	2	2
206.0	0	1	1
207.0	0	1	1
208.0	0	1	1
210.0	0	1	1
211.0	0	1	1
215.0	0	1	1
217.0	0	1	1
219.0	0	1	1
220.0	0	1	1
221.0	0	3	3
224.0	0	2	2
225.0	0	2	2
226.0	0	1	1
227.0	0	1	1
229.0	0	1	1
230.0	0	2	2
232.0	0	2	2
233.0	0	2	2
234.0	0	1	1
235.0	0	1	1
238.0	0	1	1
239.0	0	1	1
243.0	0	2	2
244.0	0	1	1
247.0	0	2	2
248.0	0	1	1
251.0	0	1	1
253.0	0	2	2
261.0	0	1	1
262.0	0	1	1
263.0	0	1	1
264.0	0	1	1
266.0	0	1	1
268.0	0	1	1
269.0	0	1	1
275.0	0	1	1
276.0	0	1	1
280.0	0	1	1
282.0	0	1	1
283.0	0	1	1
289.0	0	2	2
293.0	0	1	1
299.0	0	1	1
302.0	0	1	1
310.0	0	1	1
319.0	0	1	1
325.0	0	1	1
333.0	0	1	1
339.0	0	1	1
345.0	0	1	1
346.0	0	1	1
367.0	0	1	1
375.0	0	1	1
380.0	0	1	1
383.0	0	1	1
401.0	0	1	1
411.0	0	1	1
413.0	0	1	1
425.0	0	1	1
431.0	0	1	1
478.0	0	1	1
497.0	0	1	1
533.0	0	1	1
542.0	0	1	1
546.0	0	2	2
585.0	0	1	1
659.0	0	1	1
686.0	0	1	1
746.0	0	1	1

