## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657877/SRR7657877.sorted.bam] OUTPUT=salmon/SRR7657877/SRR7657877.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657877/SRR7657877.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1575034	30877246	95987395	3770677	794209	7483828	0	0.248887	52925105

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	18917549	18917549
2.0	1.55799	3388267	3388267
3.0	1.869343	666943	666943
4.0	2.043075	185625	185625
5.0	2.140016	77070	77070
6.0	2.194108	41088	41088
7.0	2.22429	25616	25616
8.0	2.241132	17118	17118
9.0	2.25053	12406	12406
10.0	2.255773	9252	9252
11.0	2.258699	7123	7123
12.0	2.260332	5694	5694
13.0	2.261243	4486	4486
14.0	2.261751	3728	3728
15.0	2.262035	3180	3180
16.0	2.262193	2678	2678
17.0	2.262282	2371	2371
18.0	2.262331	1989	1989
19.0	2.262358	1693	1693
20.0	2.262374	1482	1482
21.0	2.262382	1292	1292
22.0	2.262387	1199	1199
23.0	2.26239	1063	1063
24.0	2.262391	965	965
25.0	2.262392	848	848
26.0	2.262392	800	800
27.0	2.262393	700	700
28.0	2.262393	676	676
29.0	2.262393	589	589
30.0	2.262393	555	555
31.0	2.262393	532	532
32.0	2.262393	433	433
33.0	2.262393	396	396
34.0	2.262393	386	386
35.0	2.262393	360	360
36.0	2.262393	335	335
37.0	2.262393	321	321
38.0	2.262393	302	302
39.0	2.262393	269	269
40.0	2.262393	265	265
41.0	2.262393	271	271
42.0	2.262393	231	231
43.0	2.262393	221	221
44.0	2.262393	206	206
45.0	2.262393	178	178
46.0	2.262393	162	162
47.0	2.262393	148	148
48.0	2.262393	148	148
49.0	2.262393	133	133
50.0	2.262393	137	137
51.0	2.262393	145	145
52.0	2.262393	109	109
53.0	2.262393	118	118
54.0	2.262393	129	129
55.0	2.262393	102	102
56.0	2.262393	106	106
57.0	2.262393	93	93
58.0	2.262393	94	94
59.0	2.262393	93	93
60.0	2.262393	96	96
61.0	2.262393	91	91
62.0	2.262393	61	61
63.0	2.262393	66	66
64.0	2.262393	79	79
65.0	2.262393	81	81
66.0	2.262393	64	64
67.0	2.262393	65	65
68.0	2.262393	53	53
69.0	2.262393	72	72
70.0	2.262393	57	57
71.0	2.262393	64	64
72.0	2.262393	54	54
73.0	2.262393	59	59
74.0	2.262393	55	55
75.0	2.262393	43	43
76.0	2.262393	52	52
77.0	2.262393	53	53
78.0	2.262393	38	38
79.0	2.262393	33	33
80.0	2.262393	28	28
